relative_time,AccX,AccY,AccZ,BarometerSensor,CompassSensor,,,,
5463,5.379812622,-8.48660202,-0.81550415,985.0901031,123.8980179,,0,,
5529,5.103786621,-6.235732727,-0.114212494,985.0901031,123.8980179,,0,,
5596,8.520281982,-8.36146225,1.216220856,985.0901031,127.6293106,,0,,
5663,5.785169678,-5.197342072,0.574654999,985.0901031,133.5902863,,0,,
5729,6.88717804,-6.667285309,1.291663971,985.0901031,135.350235,,0,,
5795,6.42733429,-7.632178802,1.610351257,985.0901031,135.350235,,0,,
5863,4.999603271,-6.546935577,0.463286591,985.0901031,132.4132843,,0,,
5929,5.476511536,-7.239994354,1.093476105,985.0901031,132.4132843,,0,,
5995,9.217681732,-10.45126648,1.992057495,985.0901031,132.4132843,,0,,
6063,11.15046249,-13.77091324,1.353934479,985.0901031,130.7982635,,0,,
6129,4.757855988,-8.472680969,-0.325572968,985.0901031,128.917923,,0,,
6195,2.776426392,-5.868695984,-1.169368286,985.0901031,112.8250198,,0.003509521,,
6263,3.661835175,-7.209906921,-1.197060699,985.0936127,104.3924561,,0,,
6329,2.64320343,-7.590116272,-0.155376892,985.0936127,112.2972336,,0,,
6396,6.792724457,-9.275760956,-0.675694885,985.0936127,119.7340012,,0,,
6463,5.439239044,-7.610623627,0.704584808,985.0936127,129.6838989,,0,,
6529,2.980452118,-5.662724304,2.966830444,985.0936127,137.1533813,,0,,
6595,1.13149704,-6.762337646,6.76188858,985.0936127,149.9762421,,0,,
6662,1.745520172,-6.917115784,6.028413849,985.0936127,151.8877411,,0,,
6729,3.390000458,-6.443500671,6.444249115,985.0936127,150.7255859,,0,,
6796,8.043972473,-11.26707001,3.240611115,985.0936127,148.636795,,0,,
6863,-0.709374847,-5.670508118,0.354163513,985.0936127,143.0600433,,0,,
