relative_time,AccX,AccY,AccZ,BarometerSensor,CompassSensor,,,,
6929,9.219777374,-11.48666336,3.32892746,985.0936127,141.4469299,,0,,
6996,4.548591156,-6.612798615,2.853216705,985.0936127,140.0183258,,0,,
7063,5.130131836,-8.375982056,2.094294891,985.0936127,134.0409698,,0,,
7129,4.577032013,-8.992549896,1.280587006,985.0936127,127.7162247,,0.000991821,,
7196,5.607788544,-8.036787415,-0.910257111,985.0946045,116.0995178,,0,,
7263,7.697592773,-7.292385406,-1.524130554,985.0946045,115.8153839,,0,,
7328,6.291416931,-5.884263611,1.289119263,985.0946045,123.0555649,,0,,
7395,7.24044342,-5.823639679,0.980311432,985.0946045,124.403038,,0,,
7463,7.421267395,-6.55367157,1.191372528,985.0946045,125.5696335,,0,,
7529,6.555767212,-6.634054413,1.534608765,985.0946045,126.6301804,,0,,
7595,6.46475647,-6.843768311,1.427281952,985.0946045,125.0091934,,0,,
7663,5.85627182,-6.849755859,1.166823578,985.0946045,121.1170578,,0,,
7729,5.95925766,-7.425758057,1.151106262,985.0946045,120.020401,,0,,
7796,6.190676422,-6.8731073,1.73638916,985.0946045,121.9743958,,0,,
7863,6.740632782,-6.88942337,1.75390274,985.0946045,127.0692062,,0,,
7929,7.782017212,-8.02331543,2.029479675,985.0946045,130.8428802,,0,,
7996,9.675280151,-9.906100159,2.007475433,985.0946045,133.2736816,,0,,
8063,10.01222946,-13.86401962,0.731379089,985.0946045,129.9031677,,0,,
8129,4.077071686,-6.167025604,0.242795105,985.0946045,122.2406921,,0,,
8196,3.832779694,-7.908953247,-0.192948761,985.0946045,108.2043076,,0,,
8263,2.559078369,-6.015690308,0.777183838,985.0946045,109.7742996,,0,,
8328,2.772235107,-4.567901001,0.198337555,985.0946045,114.6165619,,0,,
8396,5.870043182,-7.504045258,0.544866943,985.0946045,121.1981049,,0,,
8463,6.764582977,-8.225095825,1.291065216,985.0946045,128.516098,,0,,
8529,6.45308075,-8.093669128,1.738634491,985.0946045,131.5873413,,0,,
8596,6.297853546,-6.929689636,3.427572327,985.0946045,136.4985962,,0,,
8663,4.694537659,-7.348219299,2.470163269,985.0946045,137.9042358,,0,,
8729,6.02482132,-8.17659668,3.275488586,985.0946045,139.4900055,,0,,
8796,3.234473877,-7.224726105,3.961661682,985.0946045,144.8130188,,0,,
8863,2.031425629,-5.958509216,5.76615921,985.0946045,151.3638306,,0,,
8928,2.884052582,-5.879323883,6.433920593,985.0946045,151.3638306,,0,,
8996,2.976111145,-6.154751129,7.999065857,985.0946045,150.2316437,,-0.0050354,,
9063,6.758146362,-10.69421127,7.037315826,985.0895691,150.735611,,0,,
9129,3.448528748,-8.023016052,6.942263489,985.0895691,148.7885284,,0,,
9196,5.653144226,-8.290509796,1.883533173,985.0895691,140.3179932,,0,,
9263,5.478756866,-7.74249939,-0.10178833,985.0895691,121.2425842,,0,,
9329,6.480324097,-5.457650757,-1.27654541,985.0895691,118.1421967,,0,,
9396,3.46349762,-2.882705383,0.342487793,985.0895691,124.129982,,0,,
9463,7.138056335,-6.461313629,0.993484039,985.0895691,123.7960587,,0,,
9528,9.842183075,-9.691147156,1.963317261,985.0895691,122.2940063,,0,,
9596,5.839806061,-5.430257721,1.547182617,985.0895691,123.7784348,,0,,
9663,5.690566406,-4.958289185,1.740131378,985.0895691,123.7784348,,0,,
9729,7.119794312,-6.658004608,1.795965271,985.0895691,123.7784348,,0,,
9796,6.894961853,-6.64138916,1.795516205,985.0895691,122.6533356,,0,,
9863,6.604565735,-6.679559784,1.593436432,985.0895691,121.5724258,,0,,
9929,6.246360626,-6.449637909,1.366508331,985.0895691,121.5724258,,-0.005874634,,
9996,6.757547607,-7.025939484,1.690135345,985.0836945,122.5731354,,0,,
10063,8.243058472,-8.679401093,2.227517853,985.0836945,125.5300064,,0,,
10129,10.20098694,-10.83476898,2.390977936,985.0836945,126.6164169,,0,,
10196,10.94224548,-12.85601578,0.852327576,985.0836945,127.7334518,,0,,
10263,4.669240265,-6.409521332,-0.195643158,985.0836945,122.0119629,,0,,
10328,2.031725006,-3.777544556,-0.377664642,985.0836945,109.0062256,,0,,
10396,1.911674652,-2.957699432,-0.222736816,985.0836945,104.829071,,0,,
10463,4.558919678,-7.201224976,1.189875641,985.0836945,111.3224182,,0,,
10529,8.450976105,-12.33135681,-1.615740051,985.0836945,116.1001587,,0,,
10596,5.359904022,-6.828200684,-0.24459137,985.0836945,120.4499664,,0,,
10663,5.252427521,-6.218817902,2.26523941,985.0836945,126.3068619,,0,,
10728,5.743107147,-7.465575256,4.698429565,985.0836945,137.6267548,,0,,
10796,6.195466461,-8.191864929,3.973487091,985.0836945,139.1757965,,0,,
10862,4.463118896,-6.581214294,3.163820801,985.0836945,143.1867828,,-0.012359619,,
10929,2.374811554,-7.101831665,5.147046661,985.0713348,150.6334076,,0,,
10996,3.432661743,-6.721772003,5.174888763,985.0713348,152.0584564,,0,,
11062,2.937641144,-6.277944946,4.988526306,985.0713348,152.0584564,,0,,
11129,2.263293457,-5.948480072,7.707621918,985.0713348,152.0584564,,0,,
11196,8.553662567,-10.4642894,7.532935181,985.0713348,150.7466736,,0,,
11263,4.657714233,-12.54855515,3.60390564,985.0713348,144.5233765,,0,,
11329,5.477559357,-6.223458252,3.395089874,985.0713348,137.5510101,,0,,
11396,6.760691071,-7.422614594,0.207767944,985.0713348,130.2562256,,0,,
11463,2.969524841,-2.594255219,0.141904907,985.0713348,128.0477448,,0,,
11529,5.144052887,-4.470753021,0.894839172,985.0713348,129.7698364,,0,,
11596,10.03588028,-9.2566008,0.085023193,985.0713348,124.287056,,0,,
11663,6.496939545,-5.838009796,0.64351181,985.0713348,122.9493942,,0,,
11729,6.653364258,-6.040089569,2.609673157,985.0713348,125.1877365,,0,,
11796,6.732549591,-6.150110779,1.120869141,985.0713348,126.3074417,,-0.016403198,,
