relative_time,AccX,AccY,AccZ,LinearAccelerometerSensor,BarometerSensor,CompassSensor
6091,-10.420131225585939,-12.96947982788086,9.86119354248047,3.237536409361747,985.7945251464844,218.44358825683594
6158,-2.0770806884765625,0.4195774841308594,3.267704772949219,4.214445870700964,985.7945251464844,224.0719451904297
6224,-6.617738342285157,1.0856922912597657,6.451883239746094,1.3736949242845107,985.7945251464844,226.02392578125
6291,-1.4169534301757813,-14.504387969970704,-6.099665679931641,4.841787758352193,985.7945251464844,215.3978729248047
6358,-13.978830871582032,-10.455158386230469,5.5833892822265625,3.5893238420854807,985.7945251464844,220.73065185546875
6424,-5.595963134765626,-3.134930877685547,1.2473561096191408,2.3765168647079458,985.7945251464844,215.6319580078125
6491,4.71624252319336,-2.232158203125,-3.270548858642578,3.2591697562382507,985.7945251464844,208.4283447265625
6558,3.398383026123047,5.6275474548339846,2.7020310974121093,2.4727942541835435,985.7945251464844,215.72988891601562
6624,-2.0481907653808595,-6.024222564697266,-5.409301300048829,3.20217696674853,985.7945251464844,220.5006103515625
6691,-13.453423461914063,-21.73480224609375,6.38033203125,6.066213960792616,985.7945251464844,239.9734344482422
6758,-6.298152923583984,-34.60384094238282,-7.78665756225586,5.327755541491332,985.7945251464844,227.65054321289062
6824,-5.651946716308594,-7.296576690673828,9.521849212646485,6.262265695686214,985.7945251464844,228.8641815185547
6891,-6.330335998535157,2.319576416015625,0.09669891357421875,4.552430226004245,985.7945251464844,227.49192810058594
6958,-0.20836669921875,-4.237088928222656,10.61278060913086,2.7813481398701687,985.7945251464844,236.0554656982422
7024,-13.420941009521485,-59.08168899536133,-10.390193481445314,12.062931752136379,985.7945251464844,234.4084930419922
7091,-9.452543334960938,-7.244784393310547,-2.0939955139160156,21.714341273380477,985.7945251464844,235.5547332763672
7157,4.561763763427734,0.14504837036132814,-4.970563659667969,8.087057203464164,985.7945251464844,227.8136444091797
7224,5.437742156982422,10.552006988525392,1.2292437744140625,5.212710215605364,985.7945251464844,229.26097106933594
7291,2.491568756103516,-6.168073425292969,-0.6140231323242188,3.2194275280793043,985.7945251464844,230.8280792236328
7358,-5.66467025756836,-41.569006805419924,-3.7652700805664066,9.907680889523,985.7945251464844,238.04957580566406
7424,-7.063810729980469,-14.864389343261719,5.2642529296875,4.9183799375692585,985.7945251464844,235.38050842285156
7491,-2.8231292724609376,-5.782924346923829,3.690126342773438,3.4429261802552364,985.7945251464844,230.0970001220703
7558,-6.870263214111328,1.591490478515625,4.418361968994141,2.800298284666776,985.7945251464844,228.57342529296875
7624,0.6010002136230469,-7.481591949462891,5.524561614990235,2.3230148948004397,985.7875823974609,230.74839782714844
7691,-5.316194915771485,-47.3300765991211,-3.992198181152344,10.584052842313081,985.7875823974609,231.9111785888672
7758,-7.610773315429688,-8.266260223388672,-0.06795867919921875,7.242509418263679,985.7875823974609,233.8153533935547
7824,4.858596496582032,-3.3422497558593753,-4.632716217041016,10.28543696212833,985.7875823974609,227.17652893066406
7892,5.208868103027344,5.516927490234376,-0.36404296875000003,4.4340608752742225,985.7875823974609,226.1746063232422
7957,0.7554789733886719,0.26494903564453126,-2.1152513122558596,0.7953065666910297,985.7875823974609,231.25489807128906
8024,-3.879931640625,-47.952182922363285,-2.349214782714844,12.306111029765358,985.7875823974609,236.09864807128906
8091,-3.6203713989257813,-16.264278259277344,4.678670654296876,4.915037088022692,985.7875823974609,233.94496154785156
8158,-4.007017364501953,-8.028255157470703,6.375691680908203,3.3280264250952194,985.7875823974609,231.7746124267578
8224,-7.233857116699219,-1.4314732360839844,1.2412188720703126,2.8532548212140596,985.7875823974609,233.21885681152344
8291,-1.7329463195800783,6.334676971435547,1.906435546875,2.8135706997419727,985.7875823974609,234.4457244873047
8357,-3.237916717529297,-17.682728576660157,0.11181747436523438,5.386641718367384,985.7875823974609,227.07241821289062
8424,6.157445526123047,-14.62159423828125,-0.3754193115234375,2.4098105563898082,985.7875823974609,224.08456420898438
8491,1.5275733947753907,-3.750001831054688,1.1618838500976563,2.6573221480274967,985.7875823974609,225.47454833984375
8558,0.5267546081542969,-3.434158630371094,-1.9321820068359377,1.0755664955844477,985.7801055908203,223.306396484375
8624,3.0232630920410157,-2.481240234375,-0.2644999694824219,0.7149239364841937,985.7801055908203,223.306396484375
8691,0.7351213073730469,-16.019088134765624,7.919132080078126,3.232402323651011,985.7801055908203,223.13063049316406
8758,-11.70490951538086,-15.061978454589845,4.442910919189453,3.4646913772834944,985.7801055908203,230.82957458496094
8824,5.2964360046386725,-18.345400543212893,5.035378875732422,3.6260429631706086,985.7801055908203,237.1129913330078
8891,-0.7288343811035156,-5.174589385986328,-4.471351776123047,3.3031029509990413,985.7801055908203,227.00802612304688
8958,5.123395843505859,-3.6757562255859377,-6.899901580810547,2.540100636588476,985.7801055908203,239.5220184326172
9024,-2.519560546875,-9.792486419677735,4.374652862548828,3.1585613484183748,985.7801055908203,237.1006317138672
9091,0.6747967529296875,-9.689201202392578,-0.8966354370117188,0.7414472237252283,985.7801055908203,233.68446350097656
9158,0.3311114501953125,-8.717721405029298,-0.3255729675292969,0.1895436769474595,985.7801055908203,235.7654266357422
9224,-3.372935943603516,-8.946745147705078,0.7188052368164063,0.9244379197480185,985.7801055908203,237.1363067626953
9291,-3.955524444580078,-11.895463256835939,3.653302917480469,1.2126032849680979,985.7801055908203,235.68020629882812
9358,-6.2510009765625005,-13.815221099853517,1.7923727416992188,0.9982225087706541,985.7801055908203,230.3741912841797
9424,-2.117047576904297,-18.814075927734375,-1.7113911437988283,1.9174218569369064,985.7801055908203,227.45872497558594
9491,-1.7938696289062501,-9.5561279296875,-1.4582675170898438,1.9828967393795984,985.7572937011719,211.28248596191406
9558,-1.3977932739257812,-7.632478179931641,-3.250789947509766,1.170529988817829,985.7572937011719,199.900146484375
9624,1.2231065368652345,-7.342082061767578,-3.0466145324707035,0.7738235632291646,985.7572937011719,190.33457946777344
9691,5.6953564453125,-3.504811706542969,-1.826202392578125,1.6811920492636372,985.7572937011719,183.6841583251953
9758,2.690654754638672,-9.154662780761718,8.703800354003906,2.9688154156230375,985.7572937011719,176.03631591796875
9824,-9.786648559570313,-16.82501220703125,0.8322692871093751,4.116428887968266,985.7572937011719,171.2602996826172
9891,-2.601140899658203,-18.186580810546875,-1.7007632446289063,1.4832966796945584,985.7572937011719,189.07289123535156
9968,2.053429870605469,-4.015399932861328,-5.0940568542480476,4.274732791752994,985.7572937011719,183.80284118652344
10024,7.653883666992188,-7.661368103027344,-6.067482604980469,1.9355549510252101,985.7572937011719,187.36477661132812
10091,0.9351054382324219,-9.974208526611328,4.928800506591797,2.8941274416945673,985.7572937011719,177.24371337890625
10158,-1.1822415161132813,-8.4927392578125,-2.584974517822266,1.5155666841905753,985.7572937011719,176.54261779785156
10224,-0.8214916992187501,-8.853189697265625,0.039966888427734375,0.3674940217812028,985.7572937011719,174.21096801757812
10291,-3.626957702636719,-11.584859161376954,1.2906161499023439,1.08279662342394,985.7572937011719,170.75393676757812
10358,-5.19479736328125,-10.632689208984376,2.481389923095703,0.7018529426761146,985.7572937011719,165.36106872558594
10424,-5.952821044921875,-12.91484344482422,1.6792080688476563,0.6545691940819235,985.7268524169922,156.96432495117188
10491,-2.0642074584960937,-18.347795562744142,-7.521708526611328,2.9049161280528195,985.7268524169922,140.64859008789062
10558,-1.3724958801269531,-7.75791732788086,-0.5355862426757813,2.3258046249179234,985.7268524169922,122.47019958496094
10624,-1.1647279357910156,-9.282347259521485,-4.04324203491211,0.7316432298999767,985.7268524169922,111.1771240234375
10691,0.7482939147949219,-9.442214813232422,-4.547094268798828,0.5868092839511379,985.7268524169922,97.70074462890625
10758,5.2205438232421875,-6.090384979248047,-2.6665548706054687,1.6112788945117522,985.7268524169922,87.36784362792969
10824,4.249513092041016,-8.504115600585937,8.34709213256836,2.895169704581924,985.7268524169922,82.16293334960938
10891,-7.697443084716797,-14.574741668701172,1.0949729919433595,3.5606555190051106,985.7268524169922,77.43556213378906
10958,-2.811303863525391,-15.485747222900391,-2.934647369384766,1.3630151277791072,985.7268524169922,88.92793273925781
11024,2.5812322998046877,-6.4617626953125,-2.664459228515625,2.1902588661586395,985.7268524169922,86.43992614746094
11091,7.217391357421875,-9.049581298828125,-1.2666659545898438,1.5761299584357877,985.7268524169922,97.52452087402344
11158,-5.114564208984375,-8.64931365966797,6.692433013916016,3.1917368724231077,985.7268524169922,82.24946594238281
11224,0.9722282409667969,-9.618099060058594,-1.568588104248047,1.5518081984882648,985.7268524169922,79.68247985839844
11291,1.409169616699219,-10.089618530273437,0.36898269653320315,0.40127519514924154,985.7268524169922,78.41891479492188
11357,-4.7756689453125,-11.14836685180664,1.5904426574707031,1.4893642731637076,985.6995391845703,78.41891479492188
11424,-5.254373474121094,-12.207713928222656,1.5344590759277346,0.6859367969871085,985.6995391845703,77.12312316894531
11491,-4.451742553710938,-10.96724349975586,3.7881724548339846,0.6180845837957512,985.6995391845703,72.54412841796875
11558,1.8109341430664063,-20.210671691894532,-5.368286590576172,3.6647336982255894,985.6995391845703,61.401493072509766
11624,3.1284942626953125,-7.924371185302735,1.9773880004882813,3.0092273126103857,985.6995391845703,52.94274139404297
11691,-0.3986210632324219,-8.109236755371095,-0.7797285461425781,0.9623808006448388,985.6995391845703,54.493370056152344
11758,1.0901829528808595,-4.951403503417969,-0.2947370910644531,0.9560446417837191,985.6995391845703,50.83035659790039
11824,2.3799009704589844,-3.097508697509766,-0.5427713012695313,0.791680964749418,985.6995391845703,49.427425384521484
11891,3.442840576171875,-8.776998138427734,8.039182434082031,2.4956662948820467,985.6995391845703,49.427425384521484
11958,-9.463021545410157,-15.283517761230469,3.8492454528808597,3.722901848660465,985.6995391845703,51.696346282958984
12024,2.3813978576660157,-10.311606903076173,2.3215223693847657,2.361104291081368,985.6995391845703,66.3504638671875
12091,-0.38934036254882814,-8.880732421875,0.0185614013671875,0.9035172479393403,985.6995391845703,66.3504638671875
12158,-0.35715728759765625,-6.520590362548829,-6.1575952148437505,1.8673980759188955,985.6995391845703,67.47050476074219
12224,-4.539909210205078,-10.689271545410158,11.234138488769531,4.147231481256692,985.6995391845703,66.69770812988281
12291,0.118553466796875,-9.08954818725586,-0.8719367980957031,2.2443176254240345,985.6833648681641,63.47653579711914
12358,-4.101321258544922,-9.945767669677736,-0.41164398193359375,0.9347772839482565,985.6833648681641,63.70133590698242
12424,-2.5036935424804687,-12.24768081665039,1.7161811828613283,0.7780750169505587,985.6833648681641,63.70133590698242
12491,-3.248694305419922,-14.379397888183595,5.51857406616211,1.2698526759543234,985.6833648681641,64.80171203613281
12558,-7.082821197509766,-15.250885620117188,1.9185603332519532,1.2416561374438375,985.6833648681641,67.83143615722656
12624,-2.0948936462402346,-24.364683380126955,0.28650421142578125,2.248396848390925,985.6833648681641,61.402530670166016
12691,0.09654922485351564,-17.955162048339844,-0.9217831420898438,1.1359366539663112,985.6833648681641,59.580753326416016
12758,5.619913330078125,3.905827789306641,-3.393293609619141,5.896931828885811,985.6833648681641,52.130611419677734
12824,7.167694702148438,9.593250732421875,-4.23723861694336,2.9034994856350904,985.6833648681641,50.825164794921875
12891,0.2621049499511719,0.6352789306640625,-2.5770410156250003,5.58569204710308,985.6833648681641,51.96917724609375
12958,-8.79496078491211,-52.0771549987793,-10.074350280761719,14.60561421309036,985.6833648681641,56.448158264160156
13024,-9.2591455078125,-12.080029449462891,0.5355862426757813,6.63164471766354,985.6833648681641,60.34061050415039
13091,-1.3563294982910157,-14.559473419189453,8.365653533935546,3.2930703481076717,985.6833648681641,53.83656692504883
13158,-5.166955261230469,-1.3210029602050781,2.3270608520507814,3.754606841335798,985.6833648681641,55.139259338378906
13224,-0.2677931213378906,-2.9198281860351565,6.3688059997558595,1.5027643553936558,985.6833648681641,50.0722541809082
13291,-1.3964460754394532,-24.54011856079102,-6.684349822998048,6.601243411204932,985.657958984375,51.77414321899414
13358,-9.004524993896485,-13.049862670898438,1.1659254455566408,2.5612367449186024,985.657958984375,58.47512435913086
13424,4.477339324951172,-0.9252259826660156,-3.3533267211914066,4.601600912227827,985.657958984375,47.63412857055664
13491,5.803731079101563,5.012027435302735,0.24683670043945313,2.7051296481077873,985.657958984375,47.233646392822266
13558,1.1687695312500002,-1.2228071594238281,-4.9846343994140625,1.7145114991147938,985.657958984375,48.42790603637695
13624,-8.584947509765625,-61.19409622192383,-2.3535557556152344,15.943940859327329,985.657958984375,60.09397506713867
13691,-7.781418457031251,-13.48246307373047,2.0552261352539065,20.90921606817805,985.657958984375,60.1807975769043
13758,-3.8850210571289066,-10.772049407958985,8.041427764892578,5.8895626453571435,985.657958984375,52.99745178222656
13824,-5.5708154296875,0.5158273315429688,0.6309379577636719,13.680118011127078,985.657958984375,52.81381607055664
13891,0.09684860229492188,1.4558724975585937,8.273145904541016,3.703868780859825,985.657958984375,52.81381607055664
13958,-0.13127700805664064,-25.26401321411133,-4.3420207214355475,6.553759184149263,985.657958984375,51.70623016357422
14024,-9.128467254638672,-12.501403198242189,6.2155247497558594,3.3706086573891954,985.657958984375,58.7138557434082
14091,3.8934036254882813,-2.8213330078125,-4.009262695312501,4.452651756076063,985.657958984375,54.35437774658203
14158,4.306544494628906,5.649102630615235,-0.6432124328613281,2.9541490203538836,985.657958984375,52.457359313964844
14224,0.5095404052734376,5.7666082763671875,-1.2305909729003908,1.0566737078122752,985.6413269042969,50.25584030151367
14291,2.8095075988769533,-23.730452270507815,-5.4760624694824225,7.28061198358236,985.6413269042969,58.487125396728516
14357,-5.660478973388672,-15.09910125732422,6.653963012695312,3.4420848443471432,985.6413269042969,58.68682861328125
14424,-5.184768218994141,-8.920549621582031,5.1485435485839846,1.708914079176409,985.6413269042969,56.134521484375
14491,-6.707551574707032,-0.10343490600585938,0.9490264892578125,2.8282026449059505,985.6413269042969,57.27658462524414
14558,0.00089813232421875,-2.421065368652344,6.558461608886719,1.9433750755806207,985.6413269042969,56.31607437133789
14624,-1.695374450683594,-36.556081237792974,-7.294630737304688,9.087456018806993,985.6413269042969,58.01963424682617
14691,-9.909842376708985,-14.612014160156251,4.5197012329101565,4.493364840588836,985.6413269042969,66.03164672851562
14758,3.366199951171875,-4.808151397705078,-4.9458650207519534,4.692613106362614,985.6413269042969,58.496559143066406
14824,4.4933560180664065,6.798113250732422,-1.1602372741699218,3.8826135372466055,985.6413269042969,56.76933288574219
14891,-0.021405487060546877,6.22510482788086,6.048172760009766,3.2815751127279578,985.6413269042969,52.133296966552734
14967,0.6056405639648438,-41.224273681640625,6.939419403076172,12.86057494414035,985.6413269042969,60.97548294067383
15024,-8.75664047241211,-18.101856994628907,3.7248541259765626,3.4998444552668624,985.6413269042969,59.73758316040039
15091,-6.429579620361328,-8.045768737792969,5.288053436279297,2.8042967077948937,985.6413269042969,58.2672004699707
15158,-5.367987213134766,-0.7738906860351563,1.4251863098144533,3.028489958653752,985.6159973144531,56.452144622802734
15224,0.44622207641601563,-1.4374607849121095,8.518186340332031,2.2345303455604237,985.6159973144531,57.71384048461914
15291,-4.894372100830078,-35.0487158203125,-3.0133836364746096,5.961739709906888,985.6159973144531,57.71384048461914
15358,-9.051826629638672,-15.371085662841798,4.003424835205078,2.03073141765775,985.6159973144531,62.78004837036133
15424,4.8668293762207036,-3.65240478515625,-4.290078735351563,4.733673119658285,985.6159973144531,54.067344665527344
15491,4.223766632080078,5.941444702148438,-0.06601272583007813,3.3317442698170097,985.6159973144531,52.56855010986328
15558,-1.9008970642089844,7.51602035522461,-0.8708889770507813,1.8295269448181066,985.6159973144531,52.56855010986328
15624,3.391197967529297,-25.75169906616211,-3.7137771606445313,8.11530285243404,985.6159973144531,62.2093620300293
15691,-7.802973632812501,-16.081658020019532,0.9708810424804688,2.744408714513681,985.6159973144531,64.79750061035156
15758,-2.856958923339844,-13.389356689453125,7.456294555664063,2.1514920306232557,985.6159973144531,59.510746002197266
15824,-5.572162628173828,-4.450395355224609,0.5035528564453126,2.78659026387699,985.6159973144531,58.60664749145508
15891,-6.091133422851563,3.2385154724121095,8.94734390258789,3.113309663804397,985.6159973144531,57.48839569091797
15958,-0.27812164306640624,-12.550052032470704,-3.8946011352539065,4.532026496632071,985.6159973144531,57.440673828125
16024,-6.216273193359375,-19.291133880615234,3.7082386779785157,3.013155854011664,985.6159973144531,63.2518196105957
16091,0.8440946960449219,-7.8850030517578125,0.07319778442382813,2.7584156515778138,985.5842590332031,60.77631759643555
16158,3.999532928466797,-0.45265869140625004,-3.8446051025390626,2.8831857934229492,985.5842590332031,55.029056549072266
16224,0.9839039611816407,7.888296203613281,-0.12963043212890626,2.807511233086925,985.5842590332031,57.36620330810547
16291,0.6903643798828125,-8.479716339111329,-1.924248504638672,3.4367648624985323,985.5842590332031,63.84219741821289
16358,-10.022857360839843,-34.340688171386724,-3.153791656494141,8.256093907593932,985.5842590332031,70.50898742675781
16424,-2.5161177062988282,-19.819984130859375,0.0305364990234375,2.556296048118007,985.5842590332031,64.81980895996094
16491,-5.598507843017578,-8.018824768066407,3.9116656494140627,3.7008494893845807,985.5842590332031,63.74131393432617
16558,-7.733069000244141,0.2912942504882813,1.1347901916503906,3.047874499414435,985.5842590332031,63.74131393432617
16624,0.06451583862304688,-5.643564147949219,6.359674987792969,2.280115716468004,985.5842590332031,60.51496505737305
16691,-3.304827575683594,-32.055390472412114,-5.684578857421875,7.3211108639493325,985.5842590332031,60.96440505981445
16758,-9.514364776611329,-14.266382904052735,4.42794204711914,3.2823449321707425,985.5842590332031,64.92134094238281
