relative_time,AccX,AccY,AccZ
3014,-0.26914031982421877,9.047186279296875,-0.2908451843261719
3079,-0.5900729370117188,6.669530639648438,-0.6765930175781251
3151,-1.8510507202148438,10.44947021484375,-0.21764739990234377
3212,-1.703757019042969,10.48868865966797,-1.1105406188964844
3279,-1.8371296691894532,9.300609283447265,-0.1287322998046875
3350,-1.6850459289550783,9.461075592041016,-0.3706292724609375
3412,-1.5784675598144533,9.576485595703126,-0.42122406005859375
3479,-1.4248869323730469,9.799671478271485,-0.15582595825195314
3551,-1.2867242431640626,9.73575439453125,-0.18770965576171875
3614,0.08846603393554688,10.059830474853516,-0.1878593444824219
3679,-0.5650749206542969,9.78365478515625,-0.05822891235351563
3755,-0.5560935974121094,10.114167480468751,-0.04221221923828125
3812,-0.25761428833007816,9.612560577392578,-0.05748046875
3879,-0.5909710693359376,10.058483276367188,-0.08068222045898438
3951,-0.602347412109375,9.790690155029298,-0.024399261474609375
4012,-0.5107379150390625,9.817334747314453,0.13247451782226563
4079,-0.5682183837890625,9.826016693115236,0.19534378051757814
4151,-0.5078938293457032,9.742939453125,0.2740800476074219
4212,-0.5104385375976562,9.797575836181641,0.2471360778808594
4279,-0.44607238769531254,9.781409454345704,0.19070343017578126
4351,-0.39772293090820315,9.895771636962891,0.22408401489257815
4412,-0.5204676818847657,9.79802490234375,0.058977355957031255
4479,-0.7515870666503907,9.756710815429688,-0.04954696655273438
4551,-0.6709048461914063,9.774374084472656,-0.02604583740234375
4612,-0.5755531311035157,9.808203735351563,0.10568023681640626
4679,-0.5460644531250001,9.823771362304688,0.128133544921875
4750,-0.4890330505371094,9.771829376220703,0.22528152465820314
4812,-0.604742431640625,9.81,0.00718505859375
4879,-0.6182144165039063,9.775870971679687,0.12484039306640625
4955,-0.49517028808593755,9.795779571533204,0.05792953491210938
5014,-0.5634283447265626,9.820178833007812,0.067060546875
5079,-0.6162684631347657,9.78410385131836,0.08367599487304687
5158,-0.6319857788085937,9.779613189697265,0.0425115966796875
5212,-0.623902587890625,9.753866729736329,0.05523513793945313
5279,-0.5854325866699219,9.865384826660156,0.02155517578125
5350,-0.6304888916015625,9.754315795898439,0.09116043090820312
5412,-0.5792953491210938,9.801916809082032,0.10163864135742189
5479,-0.5498066711425782,9.833052062988282,0.06391708374023437
5552,-0.5978567504882812,9.792636108398439,0.06511459350585938
5612,-0.60114990234375,9.79847396850586,0.08113128662109376
5679,-0.6291416931152344,9.790390777587891,0.03547622680664063
5750,-0.6041436767578126,9.792636108398439,0.08068222045898438
5812,-0.5493576049804688,9.815538482666016,0.10193801879882813
5879,-0.5466632080078125,9.779613189697265,0.08771759033203125
5951,-0.6035449218750001,9.773176574707032,0.07259902954101563
6014,-0.5788462829589844,9.783205718994141,0.07439529418945313
6079,-0.5788462829589844,9.803413696289063,0.10448272705078125
6150,-0.55564453125,9.809850311279297,0.13007949829101564
6212,-0.5767506408691406,9.821376342773439,0.12439132690429688
6279,-0.5489085388183594,9.829160156250001,0.11181747436523438
6355,-0.5626799011230469,9.806257781982422,0.12499008178710938
6412,-0.5731581115722657,9.784702606201172,0.10403366088867189
6479,-0.55803955078125,9.803862762451173,0.11526031494140626
6552,-0.6120771789550782,9.804461517333985,0.09340576171875001
6612,-0.5845344543457032,9.830806732177734,0.07214996337890625
6679,-0.5974076843261719,9.756710815429688,0.10553054809570313
6749,-0.6529421997070313,9.807305603027345,0.04580474853515625
6812,-0.6162684631347657,9.792636108398439,0.06331832885742188
6879,-0.5918692016601563,9.805359649658204,0.06481521606445313
6951,-0.6168672180175782,9.796827392578125,0.1071771240234375
7012,-0.63468017578125,9.787397003173828,0.06691085815429688
7079,-0.6246510314941407,9.787097625732422,0.07589218139648438
7151,-0.6084846496582031,9.789043579101563,0.06271957397460938
7212,-0.6017486572265626,9.790989532470704,0.06870712280273437
7279,-0.6080355834960938,9.802066497802734,0.0820294189453125
7351,-0.6237528991699219,9.789792022705079,0.07514373779296875
7412,-0.6057902526855469,9.816436614990234,0.09834548950195313
7479,-0.6024971008300781,9.769284667968751,0.12319381713867188
7558,-0.6292913818359376,9.796228637695313,0.05673202514648438
7613,-0.629740447998047,9.794731750488282,0.032183074951171876
7679,-0.6248007202148438,9.803114318847657,0.06511459350585938
7752,-0.6062393188476562,9.8052099609375,0.06810836791992188
7812,-0.5769003295898438,9.937085723876953,-0.1293310546875
7879,-0.5011578369140626,9.899663543701172,-0.03622467041015625
7950,-0.2028282165527344,9.892179107666015,0.3339555358886719
8012,-0.32871643066406253,9.658964080810547,-0.2591111755371094
8079,-1.3055850219726564,9.442214813232422,-0.8400531005859375
8151,-1.508712615966797,9.838141479492188,-0.5794450378417969
8218,-1.9908599853515625,9.160800018310548,-0.7328759765625
8279,-2.503843231201172,9.583221588134766,0.43828857421875
8351,-0.9210346984863281,9.730814666748048,0.6053411865234375
8412,-1.8013540649414064,9.430090026855469,-0.07559280395507813
8479,-0.7685018920898438,9.666448516845703,-0.46912445068359376
8551,-1.268013153076172,9.322763214111328,-0.37077896118164066
8619,-1.7908758544921877,9.161249084472656,-0.5049000549316407
8679,-2.0610639953613283,9.912985839843751,0.16795074462890625
8752,-3.434308319091797,10.02315673828125,0.5010081481933594
8812,-3.2614178466796875,11.89696014404297,0.2682421875
8879,-1.8103353881835937,11.251352691650391,-0.4002676391601563
8951,-0.4351451110839844,10.106233978271485,0.6527925109863282
9012,-0.5382806396484375,11.448792114257813,-1.2470567321777344
9079,-1.7308506774902344,10.428064727783203,-0.6782395935058594
9152,-0.5402265930175781,7.782316589355469,-1.3377680969238281
9212,-0.21151016235351563,5.775140533447266,-0.8482859802246094
9279,-1.3970448303222658,6.935228118896485,-3.1485525512695314
9357,-4.066144409179688,9.041498107910156,-5.289700012207032
9412,-3.3570689392089847,10.763517150878906,-6.447841644287109
9479,-1.196162567138672,6.996600494384766,-2.9331504821777346
9555,-3.572920074462891,15.77494583129883,-3.040177917480469
9612,2.9425808715820314,5.1784812927246096,-2.322270812988281
9679,-0.45879592895507815,11.418255615234376,-1.2217593383789063
9751,-1.0874885559082033,10.198591918945313,0.27542724609375
9812,-2.5557852172851563,8.951984252929687,0.7105723571777344
9879,-1.954186248779297,8.785530395507813,0.14669494628906252
9954,-1.2883708190917968,9.216184844970703,0.8569679260253906
10012,-2.0731887817382812,8.6460205078125,0.3722758483886719
10079,-2.7737319946289065,10.56577835083008,-1.345851287841797
10152,-4.15056884765625,11.730805664062501,0.9180409240722657
10213,-1.8636245727539062,12.30216751098633,0.6840774536132813
10279,2.113455047607422,13.935271453857423,1.9190093994140627
10351,-2.316133575439453,12.815749511718751,-0.6063890075683595
10412,-1.05141357421875,9.150172119140626,-0.5120851135253907
10479,-0.060474243164062504,5.465733947753907,-1.2835807800292969
10550,-0.8830137634277344,3.433110809326172,-1.7077986145019532
10612,-3.061733093261719,8.553662567138673,-5.472320251464844
10679,-4.544250183105469,11.956087188720703,-6.750362548828125
10751,0.8985813903808594,9.640552368164062,-1.0903326416015626
10812,-1.7874330139160157,14.866484985351564,-4.221072235107422
10879,-3.3653018188476564,9.48188232421875,0.8771759033203126
10951,-0.09580078125000001,8.710386657714844,-0.18276992797851563
11012,-0.7409591674804688,9.93693603515625,-0.07200027465820313
11079,-2.930007019042969,8.870553588867187,0.34637969970703125
11150,-1.956581268310547,8.256530456542968,0.19848724365234377
11212,-1.559008026123047,9.714947662353516,0.7671546936035156
11279,-2.124232635498047,10.212962036132813,0.49187713623046875
11351,-1.6386424255371095,11.61479690551758,0.6206094360351563
11412,-3.8432579040527344,10.172845458984375,0.6533912658691406
11479,0.006885681152343751,12.350217590332031,0.5783972167968751
11550,0.9496252441406251,13.230387268066407,-1.3900094604492188
11613,-1.2168196105957032,10.58793228149414,-0.3423381042480469
11679,-0.5577401733398438,7.014862518310547,-1.8503022766113282
11751,0.6981481933593751,4.375101928710937,0.022004241943359377
11812,-1.0196795654296875,5.066514129638672,-1.991458740234375
11879,-5.251679077148438,12.615615692138672,-7.619006195068359
11950,-2.581381988525391,9.980046386718751,-7.9466748046875
12018,3.9534288024902344,13.537698211669923,-0.14953903198242188
12079,-0.6833290100097656,10.487640838623047,2.9785061645507813
12152,-7.159312133789063,13.827196197509766,2.43573486328125
12212,-1.0445278930664064,8.353678436279298,-0.05673202514648438
12279,-1.7866845703125,9.539961547851563,0.14534774780273438
12355,-2.3068528747558594,9.747579803466797,-0.35131942749023437
12413,-0.37437149047851564,9.563163299560548,-1.1952644348144532
12479,-1.4465917968750002,9.566306762695312,-1.199605407714844
12550,-3.7648210144042973,9.378597106933594,1.0171348571777343
12617,-0.6316864013671876,9.631421356201173,0.13247451782226563
12679,-0.4644841003417969,10.272238769531251,1.2611274719238281
12754,1.5676899719238282,12.943733367919922,0.7282356262207031
12812,2.3070025634765625,10.287357330322266,-0.028590545654296876
12879,0.8973838806152344,9.518705749511719,-0.08232879638671875
12950,0.6444099426269532,8.936865692138673,-1.0750643920898437
13012,0.6092330932617188,8.930279388427735,-1.422491912841797
13079,0.1531315612792969,9.438921661376954,-1.5832575988769533
13157,-0.3598516845703125,9.764943695068359,-2.059866485595703
13214,-0.3573069763183594,9.804910583496094,-1.9513421630859376
13279,-0.7673043823242188,9.517957305908203,-1.7125886535644532
13351,-0.9493258666992188,9.4986474609375,-2.6165588378906253
13412,-1.5874488830566407,9.367969207763672,-2.593656463623047
13479,-0.7134164428710937,8.946745147705078,-3.0023066711425783
13550,-0.9897418212890625,8.405919799804687,-3.2108230590820312
13619,-0.7300318908691407,8.425379333496094,-3.220852203369141
13679,-0.10103988647460938,8.731642456054688,-2.688259735107422
13752,-0.7301815795898438,12.124486999511719,-3.930077362060547
13812,1.8923648071289063,9.253157958984376,-1.7690213012695313
13879,-4.5795767211914065,10.798843688964844,1.0020162963867187
13954,-2.5381219482421877,9.711504821777345,-0.16705261230468751
14014,-2.042502593994141,9.387129364013672,0.4996609497070313
14079,-1.7293537902832032,9.791438598632814,-0.3585044860839844
14158,-1.4115646362304688,9.584269409179688,-0.5435197448730469
14212,-1.3222004699707033,9.4507470703125,0.08637039184570312
14279,-0.7453001403808595,9.59968734741211,0.2962339782714844
14357,-0.3525169372558594,9.560618591308595,0.7593708801269532
14412,-0.700543212890625,9.561067657470703,0.17438735961914065
14479,-1.4341676330566406,9.223968658447266,-0.1484912109375
14556,-1.9880158996582031,9.120084686279297,-0.10193801879882813
14612,-1.8229092407226564,10.299182739257812,0.28261230468750004
14679,-1.569935302734375,11.393407287597658,1.4732363891601563
14750,-1.0216255187988281,10.975027313232422,1.0828482055664064
14812,-0.6409671020507813,10.338700561523439,1.204545135498047
14879,0.5972579956054688,11.991563415527345,0.49951126098632814
14953,0.781973876953125,11.579769744873047,0.296982421875
15012,0.5519023132324219,10.49542465209961,0.1682501220703125
15079,1.9190093994140627,9.336384887695313,-1.4233900451660157
15151,-1.2627740478515626,6.793023834228516,-3.7577856445312503
15212,0.03742218017578125,7.087012481689453,-4.299359436035156
15279,1.5810122680664063,6.751410369873048,-4.134701843261719
15351,1.8456619262695313,9.17531982421875,-4.724625091552735
15413,1.8844313049316408,11.483220520019533,-5.866600341796875
15479,-0.9583071899414063,7.199578399658203,-4.165537719726562
15550,2.4780967712402346,10.484796752929688,-1.7646803283691408
15613,-2.2302122497558594,9.76404556274414,0.5876779174804688
15679,-0.27931915283203124,10.669512634277345,0.11406280517578125
15750,-1.55197265625,9.6183984375,0.025147705078125002
15812,-1.7440232849121096,9.97091537475586,0.1728904724121094
15879,-1.212778015136719,10.218799896240235,0.7068301391601562
15954,-1.4040802001953125,8.824599151611329,0.41433837890625
16012,0.8542735290527345,10.153236236572265,0.3936813354492188
16079,-0.0592767333984375,8.528963928222657,2.635419616699219
16154,0.9467811584472656,12.091256103515626,1.8254539489746096
16212,0.5923182678222657,11.968062286376954,1.9101777648925782
16279,0.7132667541503906,9.178014221191408,2.1656964111328127
16350,-0.18890716552734377,9.417366485595704,2.2757176208496093
16412,-2.645299072265625,9.711654510498047,0.1646575927734375
16479,-1.2040960693359375,9.47903823852539,-1.2376263427734375
16553,-1.5633489990234375,9.51735855102539,-1.9414627075195314
16612,-0.3754193115234375,8.743617553710937,-2.8050169372558593
16679,-1.0545570373535156,8.147557067871094,-3.723057861328125
16750,0.07424560546875,8.483159179687501,-4.082161102294922
16812,1.6808546447753907,7.516768798828125,-4.332141265869141
16879,3.2467483520507816,11.758647766113281,-4.595593414306641
16950,-3.140918426513672,3.8633161926269532,1.0087522888183593
17012,-1.11847412109375,12.790452117919923,0.8108638000488282
17079,1.3823753356933595,9.070088653564454,0.09969268798828125
17150,-1.016685791015625,9.567055206298829,-0.8791218566894532
17212,-2.706072692871094,9.663155364990235,0.33664993286132816
17279,-1.1096424865722656,10.013277282714844,0.9366023254394532
17357,-0.923280029296875,9.55852294921875,0.6548881530761719
17412,-1.7179774475097658,9.628277893066407,0.23965164184570314
17479,-2.562072143554688,10.23766067504883,0.1531315612792969
17550,-3.0693672180175784,9.654174041748048,0.18291961669921875
17618,-2.0899539184570313,9.55418197631836,-0.07110214233398438
17679,-1.4193484497070312,9.687255249023439,-0.5716612243652344
17751,-1.4663507080078126,9.980645141601563,-0.40670425415039063
17813,-1.5031741333007813,9.654922485351562,-0.49472122192382817
17879,-1.45377685546875,9.742041320800782,-0.11541000366210938
17951,-1.481169891357422,9.728719024658204,0.1598675537109375
18017,-0.7526348876953125,9.518406372070313,0.13037887573242188
18079,-1.6652870178222656,9.833052062988282,-0.038769378662109374
18151,-1.6256195068359376,9.771529998779297,0.27722351074218754
18212,-1.5688874816894531,9.61315933227539,0.40266265869140627
18279,-2.2339544677734375,9.776469726562501,0.07304809570312501
18357,-1.836680603027344,9.74578353881836,0.21989273071289064
18413,-1.7672250366210938,9.807006225585939,0.44996429443359376
18479,-1.4928456115722657,9.706415405273438,0.45565246582031255
18550,-1.6941769409179688,9.671687622070314,0.43200164794921875
18612,-1.5645465087890627,9.637857971191407,0.20731887817382813
18679,-1.6790583801269532,9.662706298828125,-0.5143304443359376
18750,-1.6477734375000002,9.867330780029297,0.13412109375
18816,-0.7773335266113282,9.745184783935548,0.36718643188476563
18879,-1.0987152099609376,9.569899291992188,0.001347198486328125
18950,-1.5922389221191406,9.602232055664063,-0.4355941772460938
19012,-2.1140538024902344,9.658365325927734,-0.6782395935058594
19079,-1.8911672973632814,9.469158782958985,-0.38709503173828125
19155,-1.7151333618164064,9.743837585449219,-0.22168899536132813
19212,-1.839225311279297,9.576485595703126,-0.07903564453125
19279,-0.9008267211914063,9.688452758789063,0.9057664489746095
19350,-0.47870452880859377,10.050400085449219,0.610580291748047
19413,-1.1060499572753906,9.72183334350586,0.5019062805175781
19479,-1.392703857421875,9.842183074951173,0.1442999267578125
19554,-1.729054412841797,9.71419921875,-0.1335223388671875
19612,-1.3968951416015625,9.67438201904297,0.10223739624023438
19679,-0.9451345825195313,9.608219604492188,0.2477348327636719
19754,-0.7881111145019531,9.883197784423828,0.379610595703125
19812,-1.0530601501464845,9.853709106445313,0.20971389770507814
19879,-1.13763427734375,9.688602447509766,-0.0335302734375
19954,-0.9036708068847656,9.665999450683595,0.05718109130859375
20013,-1.251397705078125,9.939031677246094,-0.10208770751953125
20079,-1.3217514038085938,9.616602172851563,-0.013921051025390626
20150,-1.5305671691894531,9.706265716552736,-0.05059478759765625
20212,-1.439107360839844,9.74338851928711,-0.07634124755859376
20279,-1.1732601928710937,9.792935485839845,-0.10253677368164063
20350,-1.2744497680664064,9.6998291015625,-0.20537292480468752
20412,-1.5034735107421875,9.66435287475586,-0.25267456054687504
20479,-0.9123527526855469,9.66914291381836,-0.09744735717773438
20552,-1.390159149169922,9.745933227539062,-0.3261717224121094
20614,-1.407223663330078,9.782457275390625,-0.013022918701171875
20679,-1.1282038879394531,9.877359924316407,0.5957611083984375
20753,-0.9235794067382813,9.969119110107423,0.2951861572265625
20812,-1.3227992248535156,9.771979064941407,-0.19145187377929687
20879,-1.3569282531738283,9.588460693359375,-0.07903564453125
20954,-0.9372010803222657,9.184750213623047,-0.12124786376953126
21012,-1.6947756958007814,10.221793670654298,-0.29144393920898437
21079,-0.8638536071777344,9.779912567138672,-0.05074447631835938
21156,-1.5160473632812501,9.974807281494142,0.015867004394531252
21212,-1.4314732360839844,9.665999450683595,0.06661148071289062
21278,-1.1295510864257814,9.502389678955078,0.2977308654785156
21351,-0.8494834899902344,9.523944854736328,0.36778518676757815
21412,-0.5861810302734375,9.540410614013672,0.2517764282226563
21479,0.6212081909179688,10.358160095214844,0.11091934204101563
21552,1.3744418334960937,10.998977508544922,-4.312532043457032
21616,0.7744894409179688,10.867251434326173,-3.1192135620117187
21679,1.162632293701172,9.026529235839844,-1.3012440490722657
21753,-0.6378236389160157,9.625134429931641,-1.2331356811523437
21812,-0.9334588623046876,10.030641174316406,-2.0543280029296875
21879,-0.8360115051269532,9.265731811523438,-2.102378082275391
21951,-1.3184582519531252,8.453520812988282,-3.9645057678222657
22013,-2.1885987854003908,9.21693328857422,-4.353995819091797
22079,-1.8541941833496094,7.992329864501953,-4.246219940185547
22150,-3.345692596435547,8.108338623046876,-3.5489698791503907
22212,-2.977158966064453,7.935448150634766,-3.8980439758300784
22279,-3.184926910400391,7.7160044860839845,-3.9416033935546877
22350,-4.204157409667969,10.961405639648438,-3.210673370361328
22412,-4.443060607910157,10.771300964355468,-5.294190673828125
22479,-0.4293072509765625,6.950945434570313,-4.154760131835937
22550,-1.9299366760253907,10.013277282714844,-0.03158432006835938
22612,-3.6458184814453127,9.626781005859376,0.7565267944335938
22679,-0.9928852844238282,9.380692749023439,-1.0409353637695313
22754,-1.2076885986328125,8.613987121582031,-0.7607180786132813
22812,0.5174739074707031,8.316106567382812,-0.5258564758300781
22879,-0.19594253540039064,8.204738159179687,-0.19953506469726565
22950,-0.9927355957031251,11.378139038085939,1.5497273254394532
23012,-2.6363177490234375,10.733429718017579,1.2759466552734375
23079,-3.902384948730469,13.808634796142579,0.31988479614257814
23150,-1.6449293518066408,9.890682220458984,-0.4740641784667969
23212,2.4234603881835937,12.969928894042969,1.8540444946289063
23279,1.7786013793945314,13.033546600341797,-1.6610957336425782
23349,-0.9827064514160156,11.151809692382812,-0.8451425170898438
23412,0.4486170959472656,5.925577697753907,-0.34443374633789064
23479,0.7792794799804688,3.9630088806152344,-0.5535488891601563
23550,-0.09145980834960937,5.634882202148438,-2.8136988830566407
23612,-3.0189221191406252,13.652210083007812,-8.00220932006836
23679,-4.506079559326172,5.721551971435547,-8.79017074584961
23750,2.9102481079101565,20.292252044677735,-2.738704833984375
23812,10.200537872314454,1.2401710510253907,-4.832550659179688
23879,-2.1248313903808596,11.422895965576172,-1.9077827453613283
23950,-1.2070898437500002,8.704997863769531,0.3040177917480469
24012,-1.244062957763672,8.55066879272461,-0.5313949584960938
24079,-1.3665083312988282,7.746540985107422,-1.0229727172851564
24150,-1.3738430786132814,10.000853118896485,-0.7625143432617187
24212,-3.4840049743652344,10.429711303710938,0.5545967102050782
24279,-3.543281707763672,11.460168457031251,1.0223739624023438
24352,2.997366943359375,14.904505920410157,1.1987072753906252
24412,1.5521223449707031,15.49951858520508,-0.43888732910156253
24479,-0.5391787719726563,12.298275604248047,-0.2435435485839844
24557,-0.5460644531250001,4.927153930664063,-0.7423063659667969
24612,0.901575164794922,3.250640258789063,-1.806892547607422
24679,-0.21225860595703125,2.0398081970214843,-1.7738113403320312
24753,-2.0913011169433595,17.683177642822265,-8.355325012207032
24812,-2.106269989013672,2.9258157348632814,-6.030060424804688
24879,0.9978250122070313,19.329154815673828,-4.93613525390625
24953,-2.578238525390625,5.276677093505859,3.7474571228027345
25012,-2.0115170288085937,11.47648452758789,-0.7554789733886719
25079,0.11840377807617188,9.730215911865235,1.031205596923828
25153,-1.550775146484375,8.141419830322267,-0.3776646423339844
25212,-0.025596771240234375,7.785010986328126,0.03787124633789063
25279,-0.143701171875,10.912307739257812,-0.6150709533691406
25349,-3.4456846618652346,10.572664031982422,0.104183349609375
25413,-2.984344024658203,12.970078582763673,0.7807763671875
25479,-2.9801527404785157,12.94073959350586,-0.7370672607421875
25554,2.549049224853516,14.686110076904297,1.6816030883789064
25612,-1.1204200744628907,12.529095611572266,-1.8354830932617188
25679,-0.7068301391601562,7.8869490051269535,0.10837463378906251
25752,-0.36703674316406254,4.256548461914063,-1.728006591796875
25812,0.6483018493652344,2.1510269165039064,-0.7958949279785157
25879,-3.4911900329589844,10.47821044921875,-6.282285919189453
25952,-3.416345672607422,8.713380432128906,-8.639883270263672
26012,1.047821044921875,12.04500228881836,2.33514404296875
26079,-1.222507781982422,9.975406036376954,1.5193405151367188
26154,-8.81606689453125,17.3926318359375,5.67380126953125
26215,0.43529479980468755,7.831564178466797,0.029937744140625
26279,-0.27842102050781253,8.98416732788086,0.5792953491210938
26351,-2.1417462158203127,8.150999908447266,-0.2585124206542969
26412,-0.3549119567871094,8.866212615966797,0.3595523071289063
26479,-2.2384451293945316,10.188712463378907,0.5447172546386719
26549,-0.7182064819335938,11.758198699951173,-0.8690927124023438
26614,-3.796854400634766,10.515932006835937,1.547032928466797
26679,2.265838165283203,12.191397857666017,0.7372169494628906
26754,0.0143701171875,14.770684204101563,-2.0242405700683594
26812,0.8307723999023438,9.87511459350586,0.34712814331054687
26879,-0.6134243774414063,5.153483276367187,-2.199675750732422
26954,0.4878355407714844,2.276316375732422,-0.4099974060058594
27012,-1.2076885986328125,5.920787658691406,-4.769232330322266
27079,-0.6873706054687501,15.430362396240236,-9.429042205810548
27152,0.07708969116210938,6.881938934326172,0.2817141723632813
27213,-2.3465203857421875,18.60975082397461,-0.30416748046875003
27279,-6.857689361572266,5.073399810791016,2.6508375549316407
27350,-0.03682342529296875,9.251511383056641,-0.9871971130371094
27412,-0.0676593017578125,8.78538070678711,0.22513183593750002
27479,-0.7664062500000001,8.86052444458008,-0.6092330932617188
27549,-1.0255174255371093,7.2473291015625,-0.7155120849609375
27612,-2.6165588378906253,10.597063293457031,-0.8138575744628906
27679,-1.560205535888672,11.16273696899414,0.7982899475097657
27750,-3.1166688537597658,12.219539337158205,0.8792715454101563
27813,-0.21420455932617188,12.638667755126955,-0.3430865478515625
27879,0.8210426330566407,13.833632812500001,1.030906219482422
27953,-0.07708969116210938,13.294304351806641,-0.30641281127929687
28014,-0.3158432006835938,7.737709350585938,0.06376739501953126
28079,-0.07574249267578126,4.096680908203125,-1.1602372741699218
28149,-0.317340087890625,2.6262886047363283,-2.0950433349609376
28214,-3.4634976196289062,14.311588897705079,-6.713090057373047
28279,-1.5479310607910157,8.274942169189453,-6.691385192871094
28351,1.4075230407714845,15.057038726806642,-3.964655456542969
28414,4.345164184570312,4.340972900390625,-0.1526824951171875
28479,-4.225862274169922,12.771591339111328,-0.683778076171875
28553,0.8436456298828126,8.737779693603516,0.0748443603515625
28612,-1.2751982116699219,8.13633041381836,0.3791615295410156
28679,-1.2629237365722656,8.995843048095704,-0.4519102478027344
28752,-0.49906219482421876,9.585466918945313,0.6243516540527344
28814,-2.333796844482422,10.43554916381836,0.3944297790527344
28879,-0.6216572570800781,11.961775360107422,-0.9565109252929688
28953,-2.8624974060058594,10.923833770751953,-0.9147477722167969
29012,2.446213073730469,12.586875457763673,1.0187814331054688
29079,-0.8583151245117188,15.344740447998047,-2.724035339355469
29150,0.4680766296386719,9.371561737060548,0.8918453979492188
29215,-1.0024653625488282,4.478087768554688,-1.8657202148437502
29279,1.8106347656250001,2.3450234985351566,0.08726852416992188
29351,-2.063009948730469,6.836583251953125,-6.901847534179688
29412,-1.8354830932617188,15.350877685546875,-10.83641555786133
29479,-1.2425660705566406,3.3260833740234377,1.060843963623047
29552,-1.7215699768066408,19.76759307861328,1.6892372131347657
29612,-6.401737518310547,7.324867858886719,4.383783874511719
29679,-0.08352630615234376,8.926537170410157,-1.175804901123047
29751,-0.6985972595214844,8.381819915771485,0.023201751708984378
29812,-1.4593153381347657,8.200995941162109,-0.7804769897460938
29879,-1.7200730895996095,8.141419830322267,-0.5617817687988281
29953,-1.1451187133789062,9.334289245605468,0.1782792663574219
30012,-1.697919158935547,12.781919860839844,0.09610015869140626
30079,-3.3534764099121097,14.252761230468751,-0.11705657958984375
30153,0.29174331665039066,12.886402587890625,1.8877244567871094
30213,-0.6828799438476563,15.377821655273438,-0.17169296264648437
30279,0.06301895141601563,8.24560317993164,1.6516653442382814
30354,0.37616775512695316,3.8660105895996097,-1.4073733520507814
30414,0.3695814514160156,1.5355068969726564,-0.6563850402832031
30479,-1.5572117614746095,10.028246154785156,-8.164172515869142
30550,-1.9263441467285156,10.3512744140625,-7.5083862304687505
30617,3.3289274597167973,14.471755828857422,-0.7035369873046875
30679,5.827830963134766,6.174659729003906,-1.0533595275878906
30752,-0.2662962341308594,13.667478332519533,-1.3054353332519533
30812,-0.7348219299316406,8.16791473388672,-0.40625518798828125
30879,-1.0527607727050783,8.225095825195313,-0.0293389892578125
30954,-1.8977536010742189,8.065827026367188,-0.6078858947753907
31012,-1.07296875,9.786349182128907,-0.7285350036621094
