relative_time,AccX,AccY,AccZ,BarometerSensor
3998,-7.852969665527344,-5.999523925781251,0.5023553466796875,985.3533935546875
4064,-7.5610766601562505,-6.224805450439454,0.544866943359375,985.3569030761719
4133,-7.6474470520019535,-5.887556762695313,0.6497987365722656,985.3569030761719
4198,-7.563771057128907,-6.155050506591797,0.6012995910644532,985.3569030761719
4264,-7.640860748291016,-6.908433837890625,1.9323316955566407,985.3569030761719
4334,-7.117548980712891,-6.5943869018554695,2.5331822204589844,985.3569030761719
4398,-6.410419464111328,-7.2862481689453125,3.6527041625976566,985.3569030761719
4464,-6.199508056640625,-4.930746459960938,2.5294400024414063,985.3569030761719
4541,-6.379882965087891,-7.286697235107423,3.0482611083984374,985.3569030761719
4598,-4.73974365234375,-6.326743469238282,3.5549574279785157,985.3569030761719
4664,-6.005062408447266,-5.695655822753906,3.140918426513672,985.3569030761719
4733,-10.792556762695312,-4.645439758300782,6.481371917724609,985.3569030761719
4798,-6.597081298828125,-8.380772094726563,3.2695010375976565,985.3569030761719
4864,-6.973099365234376,-8.776998138427734,1.9690054321289063,985.3569030761719
4933,-5.656287689208985,-4.731361083984376,0.7253915405273438,985.3569030761719
4998,-7.483388214111328,-6.204597473144531,1.2898677062988282,985.3569030761719
5064,-9.9584912109375,-6.653064880371094,1.967358856201172,985.3634643554688
5134,-5.740562438964844,-4.555476837158204,0.6102809143066407,985.3634643554688
5198,-6.700965270996094,-5.043162689208985,1.8937120056152346,985.3634643554688
5264,-7.9203295898437505,-5.839656372070313,1.5253280639648439,985.3634643554688
5341,-7.5347314453125005,-5.6643708801269534,2.012864227294922,985.3634643554688
5398,-8.579708404541016,-6.831344146728516,1.3997392272949218,985.3634643554688
5464,-10.374925231933593,-7.400460662841797,7.790549468994141,985.3634643554688
5533,-7.489525451660157,-6.689888305664063,-0.44562332153320316,985.3634643554688
5598,-5.353018341064454,-6.259832611083985,-0.7024891662597657,985.3634643554688
5664,-7.600744171142579,-9.557325439453125,1.593586120605469,985.3634643554688
5733,-9.198820953369141,-5.883664855957032,1.568588104248047,985.3634643554688
5798,-6.273154907226563,-7.554640045166016,2.515668640136719,985.3634643554688
5864,-4.031117248535156,-5.815406799316406,4.497098236083985,985.3634643554688
5933,-0.8948391723632813,-4.9865803527832036,4.247866516113281,985.3634643554688
6000,-1.3561798095703126,-4.3330393981933595,5.594765625,985.3656005859375
6064,-1.8772462463378907,-6.408623199462891,8.561596069335938,985.3656005859375
6133,-11.291319580078126,-13.708043975830078,-0.124541015625,985.3656005859375
6198,-3.5920802307128907,-3.6051031494140626,1.4379098510742188,985.3656005859375
6264,-8.754245452880859,-7.320227508544923,3.4094599914550785,985.3656005859375
6332,-9.077423400878907,-5.931116180419922,2.305954742431641,985.3656005859375
6398,-6.120771789550782,-3.829486541748047,0.7256909179687501,985.3656005859375
6464,-5.9339602661132815,-3.297492828369141,0.7500901794433594,985.3656005859375
6532,-9.457333374023438,-4.9105384826660154,0.22722747802734375,985.3656005859375
6598,-6.941664733886719,-4.9916697692871095,0.9258247375488282,985.3656005859375
6664,-6.850953369140625,-6.033652954101563,1.2290940856933594,985.3656005859375
6733,-8.412655792236329,-6.352789306640625,2.059716796875,985.3656005859375
6798,-9.933343505859375,-7.386539611816406,1.9116746520996095,985.3656005859375
6864,-9.212891693115235,-6.9904632568359375,0.47795608520507815,985.3656005859375
6933,-6.741231536865235,-5.6761962890625,0.3406915283203125,985.3683471679688
6998,-6.3036914062500005,-5.720055084228516,-0.6057902526855469,985.3683471679688
7064,-7.600444793701172,-11.097772064208986,-2.912194061279297,985.3683471679688
7134,-6.012846221923828,-7.925718383789063,0.8235873413085938,985.3683471679688
7198,-6.821913757324219,-6.2560903930664065,0.6855743408203125,985.3683471679688
7264,-6.8548452758789065,-5.493875427246094,1.3455519104003908,985.3683471679688
7333,-7.002138977050782,-6.586004333496094,-1.8682649230957031,985.3683471679688
7398,-6.091432800292969,-6.239175567626954,0.3406915283203125,985.3683471679688
7464,-6.159092102050781,-7.778274993896485,-0.11570938110351563,985.3683471679688
7534,-6.305188293457031,-7.163503417968751,1.703757019042969,985.3683471679688
7597,-8.074808349609375,-6.622827758789063,2.704725494384766,985.3683471679688
7664,-8.127947845458985,-7.110812988281251,1.697919158935547,985.3683471679688
7734,-4.5848158264160155,-5.868097229003906,3.5606455993652344,985.3683471679688
7798,-4.076023864746094,-6.788682861328125,4.5180546569824225,985.3683471679688
7864,-2.2933808898925783,-5.8722885131835945,4.7910868835449225,985.3656005859375
7934,-1.2720547485351563,-5.5253100585937505,4.436773681640625,985.3656005859375
7998,-3.7110827636718753,-6.493496704101563,10.72340057373047,985.3656005859375
8064,-8.631201324462891,-9.335636444091797,-0.7427554321289063,985.3656005859375
8133,-5.243895263671876,-7.299720153808594,2.319127349853516,985.3656005859375
8198,-7.8570112609863285,-7.155569915771485,3.5214271545410156,985.3656005859375
8264,-6.564598846435548,-5.94683349609375,2.49800537109375,985.3656005859375
8333,-7.61945526123047,-5.916746063232422,2.9651838684082032,985.3656005859375
8398,-4.405788116455079,-2.538870391845703,0.5671705627441407,985.3656005859375
8464,-5.718707885742187,-3.886667633056641,-0.6354286193847657,985.3656005859375
8534,-10.782976684570313,-6.540349273681641,2.504741363525391,985.3656005859375
8598,-8.326285400390626,-5.7384667968750005,2.446362762451172,985.3656005859375
8664,-6.944359130859375,-5.479056243896484,1.5118560791015625,985.3656005859375
8738,-7.323820037841797,-5.1608180236816406,1.1476634216308594,985.3656005859375
8799,-7.63771728515625,-5.19479736328125,1.9706520080566408,985.3656005859375
8864,-7.621251525878907,-5.727539520263672,1.623673553466797,985.3595733642578
8933,-7.149881744384766,-5.492677917480469,1.2954061889648438,985.3595733642578
8998,-7.6667568969726565,-5.677393798828125,1.6660354614257813,985.3595733642578
9064,-8.989107055664062,-6.702911224365235,2.7273284912109377,985.3595733642578
9133,-11.02472396850586,-9.136251068115234,2.5068370056152345,985.3595733642578
9198,-12.01147201538086,-9.909393310546875,1.176104278564453,985.3595733642578
9264,-6.852749633789063,-5.855972442626953,0.23665786743164063,985.3595733642578
9333,-4.595892791748047,-5.452860717773437,0.5956114196777345,985.3595733642578
9398,-4.420457611083984,-5.059927825927734,-0.06256988525390625,985.3595733642578
9464,-3.1093341064453126,-4.6360093688964845,-1.1623329162597658,985.3595733642578
9531,-6.436165924072266,-6.433920593261719,0.2540217590332031,985.3595733642578
9598,-9.889335021972657,-9.394613800048829,1.4322216796875,985.3595733642578
9664,-6.930438079833984,-5.256169738769532,4.2325982666015625,985.3595733642578
9730,-6.777156829833984,-6.354136505126953,2.8213330078125,985.3595733642578
9798,-6.198609924316407,-7.074288940429688,2.9115953063964843,985.3478240966797
9864,-5.996829528808594,-7.317084045410157,3.9143600463867188,985.3478240966797
9936,-3.805835723876953,-6.499783630371094,4.506678314208985,985.3478240966797
9998,-3.091670837402344,-6.643185424804688,4.8174320983886725,985.3478240966797
10064,-2.518662414550781,-5.435796203613282,5.095254364013672,985.3478240966797
10130,-1.2015513610839845,-5.203329620361329,6.095624084472656,985.3478240966797
10198,-10.867999877929687,-13.23817108154297,9.028026123046875,985.3478240966797
10264,-4.170776824951172,-7.669600982666016,6.2032502746582034,985.3478240966797
10330,-8.774303741455078,-7.707921295166016,2.0151095581054688,985.3478240966797
10398,-7.332352294921876,-6.651567993164063,3.2754885864257814,985.3478240966797
10464,-2.575394439697266,-1.820065155029297,0.4981640625,985.3478240966797
10530,-3.933520202636719,-2.448757781982422,0.22513183593750002,985.3478240966797
10598,-11.364667053222657,-8.698261871337891,1.6172369384765626,985.3478240966797
10664,-10.49587371826172,-6.836283874511719,1.7585430908203126,985.3478240966797
10730,-4.938081207275391,-3.5214271545410156,0.5921685791015625,985.3365325927734
10798,-8.097111968994142,-5.950725402832031,1.4543756103515626,985.3365325927734
10864,-8.333620147705078,-5.541027374267578,1.9284397888183595,985.3365325927734
10930,-8.057145080566407,-5.7983422851562505,1.9808308410644533,985.3365325927734
10998,-7.343728637695313,-5.7577766418457035,1.6444802856445313,985.3365325927734
11064,-7.260950775146485,-5.516179046630859,1.756597137451172,985.3365325927734
11130,-7.485932922363282,-5.230423278808594,2.01181640625,985.3365325927734
11198,-8.407117309570314,-6.031407623291016,2.1188438415527346,985.3365325927734
11264,-10.735824737548828,-8.206384735107422,2.016756134033203,985.3365325927734
11330,-14.014307098388672,-10.703042907714844,2.2757176208496093,985.3365325927734
11398,-9.010213165283204,-7.785460052490235,-0.8262817382812501,985.3365325927734
11464,-2.3674768066406253,-3.234174499511719,-0.00239501953125,985.3365325927734
11530,-2.4764501953125,-2.9990135192871095,2.7861561584472656,985.3365325927734
11598,-4.717290344238282,-5.230423278808594,-0.5011578369140626,985.3365325927734
11664,-9.519454193115235,-8.58180404663086,-0.8225395202636719,985.322265625
11730,-7.694748687744141,-6.464157714843751,-0.03667373657226563,985.322265625
11798,-6.956034851074219,-6.35204086303711,1.0880873107910156,985.322265625
11864,-6.767726440429688,-5.968837738037109,1.7137861633300782,985.322265625
11930,-7.109016723632813,-6.369404754638672,0.9900411987304688,985.322265625
11998,-6.995253295898438,-6.161337432861329,1.679956512451172,985.322265625
12064,-7.144492950439454,-6.402635650634766,1.6209791564941407,985.322265625
12130,-8.721313934326172,-6.389013977050782,2.7042764282226566,985.322265625
12198,-6.956633605957031,-6.611301727294922,2.5773403930664065,985.322265625
12264,-5.722150726318359,-6.791227569580078,4.14577880859375,985.322265625
12330,-3.7178187561035156,-6.142326965332032,5.113067321777344,985.322265625
12398,-3.100951538085938,-6.465355224609375,5.3316128540039065,985.322265625
12464,-2.305954742431641,-5.143903198242188,5.427114257812501,985.322265625
12530,-3.22130126953125,-6.423741760253907,8.639434204101564,985.322265625
12598,-10.393336944580078,-10.286159820556641,6.110443267822266,985.322265625
12664,-6.394253082275391,-7.226821746826173,4.139940948486329,985.3034210205078
12732,-9.17097885131836,-7.530091094970704,2.847378845214844,985.3034210205078
12798,-7.448660430908204,-6.006259918212891,2.155218200683594,985.3034210205078
12864,-3.8001475524902344,-2.3640339660644534,0.5882766723632813,985.3034210205078
12931,-4.539909210205078,-2.981350250244141,-0.0077838134765625,985.3034210205078
12998,-9.278904418945313,-6.783892822265625,-0.2293231201171875,985.3034210205078
13064,-9.418264617919922,-7.162305908203125,1.6143928527832032,985.3034210205078
13131,-7.362290039062501,-5.549559631347656,1.881287841796875,985.3034210205078
13198,-6.986122283935547,-4.934937744140625,1.9240988159179688,985.3034210205078
13264,-7.708370361328125,-5.5428236389160155,1.584155731201172,985.3034210205078
13332,-8.022417297363281,-5.982160034179688,2.1537213134765625,985.3034210205078
13398,-7.504494323730469,-5.686973876953125,2.208357696533203,985.3034210205078
13464,-7.545059967041016,-5.707630920410157,1.6281642150878908,985.3034210205078
13530,-7.222929840087891,-5.824238433837891,1.2603790283203125,985.3034210205078
13598,-7.415130157470704,-5.547763366699219,1.1695179748535156,985.2897644042969
13664,-7.704029388427735,-5.838309173583984,1.7130377197265625,985.2897644042969
13732,-9.688602447509766,-8.056995391845703,1.8113832092285158,985.2897644042969
13798,-11.007809143066407,-8.980425109863281,1.9917581176757813,985.2897644042969
13864,-10.660231933593751,-10.33166519165039,-1.5627502441406251,985.2897644042969
13930,-4.960833892822266,-6.617438964843751,1.0605445861816407,985.2897644042969
13998,-4.7698310852050785,-5.19000732421875,1.9353254699707032,985.2897644042969
14064,-4.569846954345703,-5.695506134033203,-0.2601589965820313,985.2897644042969
14130,-4.352199554443359,-4.759502563476563,0.31404693603515627,985.2897644042969
14198,-5.393583984375001,-4.719835052490235,0.5661227416992187,985.2897644042969
14264,-9.828411712646485,-7.972570953369141,1.2418176269531251,985.2897644042969
14331,-7.511380004882813,-6.390211486816407,1.7883311462402345,985.2897644042969
14398,-6.470145263671875,-5.4372930908203125,1.735191650390625,985.2897644042969
14464,-7.655380554199219,-5.979315948486328,1.8519488525390626,985.2897644042969
14530,-7.588469696044922,-5.849086761474609,2.1579125976562503,985.2694702148438
14598,-6.507417755126953,-5.966293029785157,1.5323634338378906,985.2694702148438
14664,-7.988587646484375,-8.14351547241211,2.5839266967773438,985.2694702148438
14730,-7.060367889404297,-5.332510986328125,1.2807366943359375,985.2694702148438
14798,-6.779851226806641,-5.9761724853515625,2.654879150390625,985.2694702148438
14864,-6.666985931396485,-6.061345367431641,2.496508483886719,985.2694702148438
14932,-5.329217834472656,-5.5612353515625,2.7987300109863282,985.2694702148438
14998,-7.021149444580079,-6.771768035888672,4.011957092285156,985.2694702148438
15064,-8.24410629272461,-6.331982574462891,4.275708618164063,985.2694702148438
15132,-7.907007293701172,-7.672445068359376,3.560346221923828,985.2694702148438
15198,-9.71419921875,-10.49781967163086,1.6905844116210937,985.2694702148438
15264,-4.642595672607422,-3.7973034667968752,0.3879931640625,985.2694702148438
15330,-7.981701965332031,-6.7123416137695315,0.8497828674316407,985.2694702148438
15398,-8.889564056396484,-6.197562103271484,1.8788928222656252,985.2694702148438
15464,-6.411467285156251,-5.202581176757813,1.3671070861816408,985.2500152587891
15532,-7.185956726074219,-5.2946397399902345,2.142943725585938,985.2500152587891
15598,-7.641160125732422,-5.537883911132813,1.879940643310547,985.2500152587891
15664,-7.708220672607422,-5.735922088623047,1.2494517517089845,985.2500152587891
15730,-5.647156677246094,-6.5080165100097656,2.2041664123535156,985.2500152587891
15798,-8.916657714843751,-5.224735107421875,4.9177235412597655,985.2500152587891
15864,-9.727222137451172,-7.353458404541016,2.7824139404296875,985.2500152587891
15930,-9.512269134521485,-8.006849670410157,1.061143341064453,985.2500152587891
15998,-4.816683654785156,-5.007387084960937,-0.5626799011230469,985.2500152587891
16064,-6.862778778076172,-6.174060974121094,1.199605407714844,985.2500152587891
16130,-8.14201858520508,-6.292464752197266,1.8001565551757814,985.2500152587891
16198,-5.838458862304687,-5.124443664550782,1.046473846435547,985.2500152587891
16264,-7.190896453857422,-6.927743682861329,3.656147003173828,985.2500152587891
16330,-5.1239945983886726,-4.874164123535157,3.4217344665527345,985.2500152587891
16398,-7.486681365966797,-6.499035186767578,6.211183776855469,985.2500152587891
16464,-8.055049438476562,-6.53166732788086,4.783901824951172,985.2284240722656
16532,-6.919810180664063,-7.3268138122558595,1.5031741333007813,985.2284240722656
16598,-10.365794219970704,-9.098080444335938,1.9223025512695313,985.2284240722656
16664,-5.136718139648438,-3.215014343261719,0.5530998229980469,985.2284240722656
16730,-8.12585220336914,-5.2383567810058596,0.7381150817871094,985.2284240722656
16798,-9.741292877197266,-7.372319183349609,2.266885986328125,985.2284240722656
16864,-5.46782958984375,-4.212390289306641,1.0804531860351563,985.2284240722656
16930,-7.536078643798828,-5.421276397705078,2.29921875,985.2284240722656
16998,-7.641309814453125,-6.755751342773438,1.4696438598632813,985.2284240722656
17064,-6.660100250244141,-6.219266967773438,3.4316139221191406,985.2284240722656
17130,-7.653883666992188,-5.022206268310547,2.3740631103515626,985.2284240722656
17198,-9.208999786376953,-5.252876586914063,2.697989501953125,985.2284240722656
17264,-9.762249298095703,-6.724017333984375,2.4956103515625,985.2284240722656
17330,-7.297025756835938,-5.964646453857422,1.0089019775390626,985.2284240722656
17398,-6.671177215576172,-6.100414123535157,0.7023394775390626,985.2180480957031
17464,-8.440198516845703,-6.238277435302734,0.8559201049804688,985.2180480957031
17532,-6.077661437988281,-5.105582885742188,0.07768844604492188,985.2180480957031
17597,-6.884633331298828,-6.506819000244141,1.5491285705566407,985.2180480957031
17664,-6.832242279052735,-6.643185424804688,2.7836114501953126,985.2180480957031
17730,-6.135141906738282,-6.464756469726563,5.000800781250001,985.2180480957031
17798,-8.072413330078126,-6.436614990234375,5.505700836181641,985.2180480957031
17864,-8.619375915527344,-7.129224700927734,3.8871166992187502,985.2180480957031
17930,-8.196505279541016,-6.85215087890625,0.8140072631835938,985.2180480957031
17998,-4.956193542480469,-3.739972686767578,0.29174331665039066,985.2180480957031
18064,-9.432185668945314,-5.873186645507813,0.9071136474609376,985.2180480957031
18130,-9.063352661132813,-6.782994689941407,2.1656964111328127,985.2180480957031
18198,-6.133345642089844,-4.738396453857422,1.0708731079101563,985.2180480957031
18264,-7.61661117553711,-5.802533569335938,0.5397775268554688,985.2180480957031
18330,-7.827223205566407,-6.446793823242188,1.1599378967285157,985.2131652832031
18398,-7.257657623291016,-6.5873515319824225,2.689157867431641,985.2131652832031
18464,-8.694220275878907,-5.540727996826172,4.130809936523438,985.2131652832031
18530,-10.016271057128908,-6.392007751464844,2.918181610107422,985.2131652832031
18598,-7.624844055175782,-5.980513458251953,0.6854246520996095,985.2131652832031
18665,-5.3209849548339845,-4.673880615234375,0.2613565063476563,985.2131652832031
18730,-8.278684387207031,-7.5059912109375,-0.10942245483398438,985.2131652832031
18798,-7.0802764892578125,-6.872059478759766,0.317340087890625,985.2131652832031
18864,-5.079387359619141,-5.019661560058594,0.8122109985351563,985.2131652832031
18931,-6.683601379394531,-6.964567108154297,2.1875509643554687,985.2131652832031
18997,-6.333030395507813,-6.198460235595704,1.5666421508789063,985.2131652832031
19064,-6.942413177490235,-5.7172109985351565,6.9042425537109375,985.2131652832031
19130,-7.874524841308594,-6.491850128173828,4.889132995605469,985.2131652832031
19198,-9.571396179199219,-8.563841400146485,2.7307713317871096,985.2131652832031
19264,-7.1964349365234375,-6.688391418457032,1.6389418029785157,985.2131652832031
19330,-5.103636932373047,-3.6115397644042972,0.5873785400390625,985.2131652832031
19398,-9.97241226196289,-6.788383483886719,-0.7429051208496094,985.2131652832031
19464,-7.214846649169922,-5.478307800292969,1.6340020751953126,985.2131652832031
19530,-6.225853271484375,-4.869823150634766,0.8071215820312501,985.2131652832031
19598,-7.3527099609375,-5.728587341308594,1.3030403137207032,985.2131652832031
19664,-8.206833801269532,-6.447542266845703,1.6371455383300781,985.2131652832031
19732,-8.144712982177735,-6.749015350341797,2.08845703125,985.2131652832031
19798,-9.767638092041016,-7.608527984619141,6.372697906494141,985.2131652832031
19864,-7.027885437011719,-5.2858081054687505,0.5685177612304688,985.2131652832031
19940,-6.062692565917969,-6.091732177734375,-0.22153930664062502,985.2131652832031
19998,-8.34993621826172,-8.157735900878906,0.38290374755859374,985.2131652832031
20064,-6.744225311279298,-6.051316223144531,0.6041436767578126,985.2131652832031
20131,-4.824467468261719,-5.1397119140625005,0.5551954650878906,985.2131652832031
20198,-7.275620269775391,-6.665339355468751,2.096540222167969,985.2131652832031
20265,-7.372618560791016,-6.320157165527344,2.677781524658203,985.2168273925781
20330,-6.4147604370117195,-6.917115783691407,5.903124389648438,985.2168273925781
20398,-8.928183746337892,-6.833290100097656,7.734416198730469,985.2168273925781
20464,-6.943311309814454,-7.6490936279296875,-2.329306182861328,985.2168273925781
20532,-9.291777648925782,-6.886279907226563,4.557123413085938,985.2168273925781
20598,-4.226311340332032,-3.174149322509766,-0.34129028320312504,985.2168273925781
20665,-8.78298568725586,-5.731581115722657,0.41388931274414065,985.2168273925781
20730,-12.237801361083985,-8.110583953857422,2.7354116821289063,985.2168273925781
20798,-5.278173980712891,-4.212539978027344,0.9428892517089844,985.2168273925781
20864,-6.713389434814453,-7.366032257080079,2.840193786621094,985.2168273925781
20930,-7.1437445068359375,-7.060816955566406,3.067720642089844,985.2168273925781
20998,-6.754703521728516,-5.68338134765625,1.7366885375976564,985.2168273925781
21064,-7.276368713378907,-6.007607116699219,1.2611274719238281,985.2168273925781
21130,-8.259673919677734,-7.068600769042969,1.5564633178710938,985.2168273925781
21198,-7.827821960449219,-6.778054962158204,1.7375866699218752,985.2245330810547
21265,-8.950038299560548,-6.931336212158204,2.5117767333984378,985.2245330810547
21330,-6.916966094970704,-7.114405517578126,0.8189469909667969,985.2245330810547
21398,-6.534960479736329,-10.1548828125,3.4443374633789063,985.2245330810547
21464,-6.084247741699219,-5.553301849365234,1.799857177734375,985.2245330810547
21530,-6.629264373779297,-6.6506698608398445,3.3253349304199222,985.2245330810547
21598,-3.583847351074219,-6.056854705810547,3.988605651855469,985.2245330810547
21664,-6.0820024108886726,-7.156917114257813,5.6474560546875,985.2245330810547
21730,-2.7943890380859377,-5.704038391113282,3.5988162231445315,985.2245330810547
21798,-2.0673509216308594,-6.524931335449219,6.241570587158203,985.2245330810547
21864,-2.6744883728027347,-6.319708099365235,5.739215240478516,985.2245330810547
21930,-2.5095314025878905,-6.783593444824219,6.188431091308594,985.2245330810547
21998,-1.8003062438964845,-5.908064117431641,5.966293029785157,985.2245330810547
22064,-0.87418212890625,-5.148693237304688,5.539680175781251,985.2245330810547
22130,-4.946763153076172,-10.029892730712891,11.864178314208985,985.2333068847656
22198,-0.8663983154296876,-6.476731567382813,2.5643174743652346,985.2333068847656
22264,-6.631659393310547,-7.461383972167969,4.492008819580079,985.2333068847656
22330,-5.888903961181641,-7.205565948486329,4.2854383850097655,985.2333068847656
22398,-5.779182128906251,-5.511987762451172,1.6733702087402345,985.2333068847656
22464,-7.503446502685548,-6.748865661621094,2.6340724182128907,985.2333068847656
22530,-7.7883041381835945,-6.822811889648438,2.4034020996093752,985.2333068847656
22597,-8.241411895751954,-6.762936401367188,2.393672332763672,985.2333068847656
22664,-6.868466949462891,-4.859045562744141,0.12020004272460938,985.2333068847656
22730,-7.588469696044922,-5.42950927734375,0.580642547607422,985.2333068847656
22798,-8.2771875,-5.212909698486328,0.9993218994140626,985.2333068847656
22864,-7.808811492919922,-4.624483337402344,0.95082275390625,985.2333068847656
22930,-7.12323715209961,-5.066514129638672,1.3433065795898438,985.2333068847656
22998,-7.529791717529298,-5.742508392333985,1.8814375305175781,985.2333068847656
23065,-7.465425567626953,-6.066883850097657,1.9354751586914063,985.2333068847656
23130,-7.2495744323730476,-6.091432800292969,1.9583775329589845,985.2333068847656
23198,-7.1736822509765625,-5.881419525146485,1.7631834411621095,985.2333068847656
23264,-7.395071868896485,-5.761069793701172,1.7648300170898439,985.2333068847656
23330,-8.075856170654298,-6.110293579101563,1.9974462890625,985.2333068847656
23398,-8.944948883056641,-6.99345703125,2.0517832946777346,985.2333068847656
23464,-10.800041198730469,-9.117989044189454,1.4748829650878907,985.2333068847656
23531,-12.131971435546875,-9.900112609863282,2.9431796264648438,985.2333068847656
23598,-6.1716659545898445,-5.337151336669923,0.4285588073730469,985.2333068847656
23664,-4.674030303955078,-5.04915023803711,0.2136058044433594,985.2333068847656
23730,-6.424340515136719,-5.420527954101563,0.5381309509277344,985.2333068847656
23798,-3.360062713623047,-5.929768981933594,-2.6033862304687503,985.2333068847656
23864,-6.009253692626953,-7.761809234619141,-0.2628533935546875,985.2333068847656
23930,-9.975555725097657,-8.903934173583984,6.113736419677735,985.2333068847656
23998,-7.416477355957031,-6.441405029296876,4.916376342773438,985.2333068847656
24065,-2.8756700134277344,-6.6946783447265625,4.197720794677735,985.2304840087891
24130,-3.8682559204101565,-6.619833984375,3.8184095764160157,985.2304840087891
24198,-3.5974690246582033,-6.64857421875,5.670957183837891,985.2304840087891
24264,-0.37901184082031253,-6.135141906738282,4.860991516113281,985.2304840087891
24330,-2.29921875,-5.943989410400391,5.392685852050781,985.2304840087891
24397,-2.5372238159179688,-8.451574859619141,5.181624755859375,985.2304840087891
24464,-3.4899925231933597,-9.936037902832032,9.674831085205078,985.2304840087891
